DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,400,2024-09-05,2024-08-20,2024-08-20,2024-08-28,2024-09-05,25611,Buritama Sintéticos,3956.0,333.33,474.24,Mar,Boleto,3.0,9.89,METROS,Sintéticos,COURO
MP002 FITA DE CETIM Nº1 7MMVerde Piscina - Cód. 232 Prógresso-7MM,100,2024-08-26,2024-08-21,2024-09-05,2024-09-06,2024-09-13,219696,DSJ Londrina,10.99,6.52,1.84,Projeto,Cartão,1.0,0.11,METROS,Aviamentos,FITA DE CETIM
MP113 PELICA VERDE OLIVA 180G/M2 BOB 1300 MMUNICA-U,400,2024-09-05,2024-08-21,2024-08-26,2024-08-28,2024-09-05,25611,Buritama Sintéticos,3570.38,300.0,414.96,Mar,Boleto,3.0,8.93,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Cinza - São José-U,4500,2024-09-02,2024-08-22,2024-08-26,2024-09-02,2024-08-26,154238,Fábrica de Elásicos São José,2045.7,29.28,163.66,Universo,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
20378 WIRE-O - BOBINA PRETAUNICA-1,1,2024-09-16,2024-08-23,2024-09-05,2024-09-10,2024-09-16,207704,Lassane,290.68,29.59,37.22,Flora,Boleto,4.0,290.68,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,1,2024-09-16,2024-08-23,2024-09-05,2024-09-10,2024-09-16,207704,Lassane,345.93,35.22,44.29,Flora,Boleto,4.0,345.93,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,1,2024-09-16,2024-08-23,2024-09-05,2024-09-10,2024-09-16,207704,Lassane,333.91,34.0,42.76,Flora,Boleto,4.0,333.91,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,1,2024-09-16,2024-08-23,2024-09-05,2024-09-10,2024-09-16,207704,Lassane,471.76,48.03,60.41,Flora,Boleto,4.0,471.76,CAIXAS,Wire-o,WIRE-O
Saco Adesivado 12x18+3 Aba - Calendario de Mesa 9x15,300,2024-08-27,2024-08-27,2024-08-26,2024-08-26,2024-08-26,37205,Prodesc Benfica Embalagens Ltda Me,45.0,0.0,0.0,Projeto,Dinheiro,1.0,0.15,UNIDADES,Embalagens,SACO ADESIVADO
MP001 FITA DE CETIM Nº0 4MMPrata - Cód. 179 Kit-4MM,20,2024-09-02,2024-08-27,2024-08-27,2024-08-29,2024-08-29,904694,Parco Comércio e Serviços,9.99,0.0,2.0,Projeto,Cartão,1.0,0.5,METROS,Aviamentos,FITA DE CETIM
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,8000,2024-08-19,2024-08-13,2024-08-27,2024-08-27,2024-08-27,207791,DSJ Londrina,1202.88,19.3,146.66,Projeto,Cartão,3.0,0.15,UNIDADES,Resto,REBITE
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,2000,2024-08-19,2024-08-13,2024-08-28,2024-08-28,2024-08-28,61782,Artmax Armarinhos,354.38,40.58,42.53,Projeto,Cartão,1.0,0.18,UNIDADES,Resto,REBITE
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,9000,2024-08-19,2024-08-13,2024-09-02,2024-09-02,2024-09-02,88324,Comercial Maluli,1089.16,45.16,130.7,Projeto,Cartão,6.0,0.12,UNIDADES,Resto,REBITE
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,6000,2024-08-19,2024-08-13,2024-09-06,2024-09-06,2024-09-13,29859,Divinópolis Botões,935.46,37.93,120.71,Gomes,Cartão,3.0,0.16,UNIDADES,Aviamentos,REBITE
MP132 Percalux Verde Bandeira 180g/m2 Bob 1400 mmUNICA-U,16,2024-09-11,2024-09-05,2024-09-09,2024-09-10,2024-09-10,14626,Jafi Decorações,297.5,0.0,0.0,Projeto,Cartão,2.0,18.59,METROS,Resto,COURO
MP002 FITA DE CETIM Nº1 7MMMarfim - Cód.02 Kit-7MM,120,2024-09-16,2024-09-11,2024-09-13,2024-09-19,2024-09-17,906832,Parco Comércio e Serviços,24.99,0.0,5.0,Gomes,Cartão,1.0,0.21,METROS,Aviamentos,FITA DE CETIM
Percalux Cinza Granito 180g/m2 Bob 1400 mm,10,2024-09-17,2024-09-12,2024-09-13,,2024-09-17,4375,Jafi Decorações,175.0,0.0,0.0,Projeto,Cartão,1.0,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,250,2024-09-17,2024-09-13,2024-09-13,2024-09-16,2024-09-16,112235,Malharia Alto,194.85,0.0,0.0,Gomes,Pix,1.0,0.78,METROS,Aviamentos,ELASTICO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,50,2024-09-20,2024-09-16,2024-09-18,2024-09-18,2024-09-18,14645,Jafi Decorações,875.0,0.0,0.0,Gomes,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,50,2024-09-20,2024-09-16,2024-09-18,2024-09-18,2024-09-18,14645,Jafi Decorações,875.0,0.0,0.0,Gomes,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Limão - São José-U,100,2024-09-20,2024-09-17,2024-09-18,2024-09-19,2024-09-26,234004,DSJ Londrina,60.9,30.23,8.51,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVerde Folha - Cod 76 Kit-4MM,100,2024-09-20,2024-09-17,2024-09-18,2024-09-19,2024-09-23,103737,Castro e Castro,9.99,0.0,1.09,Elohim,Boleto,1.0,0.1,METROS,Resto,FITA DE CETIM
MP003 ELASTICO Nº 12Marfim - São José-U,700,2024-09-20,2024-09-17,2024-09-18,2024-09-19,2024-09-26,234004,DSJ Londrina,426.3,50.0,59.58,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,30,2024-09-30,2024-09-18,2024-09-20,2024-09-25,2024-09-30,208254,Lassane,7646.49,637.54,962.8,Mar,Boleto,3.0,254.88,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,10,2024-09-30,2024-09-18,2024-09-20,2024-09-25,2024-09-30,208254,Lassane,3459.29,288.42,435.57,Mar,Boleto,3.0,345.93,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,4,2024-09-30,2024-09-18,2024-09-20,2024-09-25,2024-09-30,208254,Lassane,1293.31,107.83,162.84,Mar,Boleto,3.0,323.33,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,5,2024-09-30,2024-09-18,2024-09-20,2024-09-25,2024-09-30,208254,Lassane,2358.8,196.67,297.01,Mar,Boleto,3.0,471.76,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Amarelo Ouro - São José-U,200,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,90.92,10.73,10.91,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Bebê - São José-U,200,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,90.92,10.73,10.91,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1000,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,454.6,10.73,54.55,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Dourado - São José-U,500,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,311.4,10.73,37.37,Mar,Boleto,4.0,0.62,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,454.6,10.73,54.55,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,1000,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,465.7,10.73,55.88,Mar,Boleto,4.0,0.47,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,500,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,227.3,10.73,27.28,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,400,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,181.84,10.73,21.82,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,200,2024-10-18,2024-09-18,2024-10-09,2024-10-16,2024-10-18,4850,Elásticos Monitex,172.4,0.0,0.0,Projeto,Pix,1.0,0.86,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,200,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,90.92,10.73,10.91,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,500,2024-10-18,2024-09-18,2024-09-20,2024-09-27,2024-10-17,155161,Fábrica de Elásicos São José,227.3,10.73,27.28,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,500,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,49.95,0.0,5.45,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,300,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,29.97,0.0,3.27,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,300,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,29.97,0.0,3.27,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,800,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,79.92,0.0,8.72,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,400,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,39.96,0.0,4.36,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,300,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,19.98,0.0,2.18,Mar,Boleto,3.0,0.07,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Ouro - Cód. 132 Kit-7MM,400,2024-09-30,2024-09-18,2024-09-20,2024-10-15,2024-09-27,909374,Parco Comércio e Serviços,39.96,0.0,7.99,Projeto,Cartão,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,800,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,140.8,0.0,15.36,Mar,Boleto,3.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,300,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,29.97,0.0,3.27,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMDourada - Cód. 87 Kit-7MM,1000,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,99.9,0.0,10.9,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,1100,2024-09-30,2024-09-18,2024-09-20,2024-10-15,2024-09-27,909374,Parco Comércio e Serviços,109.89,0.0,21.98,Projeto,Cartão,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,600,2024-09-30,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,59.94,0.0,6.54,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 17x22 - Cal.Mesa/Ag.Fich/Fich A6/11.5x16,500,2024-09-30,2024-09-18,2024-09-20,2024-09-25,2024-09-24,1450,Jofer Benfica Embalagens Ltda,120.0,0.0,0.0,Projeto,Cartão,1.0,0.24,UNIDADES,Embalagens,SACO ADESIVADO
20336 FERRAGEM A5UNICA-U,4000,2024-10-03,2024-09-18,2024-09-20,2024-09-24,2024-10-03,3881,Naxan,14221.2,213.7,0.0,Bela,Boleto,3.0,3.56,UNIDADES,Wire-o,FERRAGEM
MP004 ILHOS Nº 54BRANCO-U,10000,2024-09-24,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,279.9,0.0,30.53,Mar,Boleto,3.0,0.03,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54PRETO-U,50000,2024-09-24,2024-09-18,2024-09-20,2024-09-21,2024-09-27,103902,Parco Comércio e Serviços,1229.5,0.0,134.13,Mar,Boleto,3.0,0.02,UNIDADES,Resto,ILHOS
20347 PEVECRON - CEDRO PRETO 180G/M2 BOB 1400 MMUNICA-U,40,2024-09-26,2024-09-18,2024-09-20,,2024-09-26,4393,Belo Plástico,1058.4,0.0,0.0,Gomes,Cartão,6.0,26.46,METROS,Sintéticos,COURO
MP112 PELICA VERMELHO QUENTE 180G/M2 BOB 1300 MMUNICA-U,400,2024-10-03,2024-09-18,2024-09-20,,2024-10-03,4392,Buritama Sintéticos,4080.44,143.64,474.24,Mar,Boleto,3.0,10.2,METROS,Sintéticos,COURO
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,400,2024-10-03,2024-09-18,2024-09-20,2024-09-26,2024-10-03,25791,Buritama Sintéticos,3570.38,125.69,414.96,Mar,Boleto,3.0,8.93,METROS,Sintéticos,COURO
Pendente Metalicos 30cm Preto,1000,2024-10-05,2024-09-18,2024-09-20,2024-09-25,2024-09-30,208254,Lassane,320.02,26.68,40.29,Mar,Boleto,3.0,0.32,UNIDADES,Wire-o,PENDENTE
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,40000,2024-10-21,2024-09-19,2024-09-19,2024-09-28,2024-10-29,1096229,Mundial SA Produtos de Consumo,3734.8,0.0,448.18,Projeto,Boleto,3.0,0.09,UNIDADES,Resto,REBITE
20575 Percalux Azul Marinho 180g/m2 Bob 1400 mm - ESCUROUNICA-U,15,2024-09-25,2024-09-19,2024-09-20,2024-09-24,2024-09-25,14665,Jafi Decorações,262.5,0.0,0.0,Projeto,Boleto,2.0,17.5,METROS,Sintéticos,COURO
20380 WIRE-O - BOBINA BRANCAUNICA-3/4,2,2024-09-30,2024-09-19,2024-09-20,2024-09-25,2024-09-20,208254,Lassane,691.86,57.68,87.11,Mar,Boleto,3.0,345.93,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/8,2,2024-09-30,2024-09-19,2024-09-20,2024-09-25,2024-09-20,208254,Lassane,1112.27,92.74,140.05,Mar,Boleto,3.0,556.14,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Azul Royal - São José-U,200,2024-10-10,2024-09-19,2024-09-23,2024-09-24,2024-10-07,238391,DSJ Londrina,121.8,17.9,14.95,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Amarelo Ouro - São José-U,200,2024-10-18,2024-09-19,2024-09-23,2024-09-24,2024-10-07,238391,DSJ Londrina,121.8,0.0,14.95,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,200,2024-10-18,2024-09-19,2024-09-23,2024-09-24,2024-10-07,238391,DSJ Londrina,121.8,0.0,14.95,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,500,2024-10-18,2024-09-19,2024-09-23,2024-09-24,2024-10-07,238391,DSJ Londrina,304.5,0.0,37.37,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,200,2024-10-18,2024-09-19,2024-09-23,2024-09-24,2024-10-07,238391,DSJ Londrina,121.8,0.0,14.95,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP002 FITA DE CETIM Nº1 7MMAzul Marinho - Cód. 120 Kit-7MM,200,2024-09-30,2024-09-19,2024-09-30,2024-10-15,2024-10-03,106643,Castro e Castro,35.2,0.0,3.84,Elohim,Boleto,2.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMPreta - Cód. 39-7MM,500,2024-09-30,2024-09-19,2024-09-30,2024-10-15,2024-10-03,106643,Castro e Castro,49.95,0.0,5.45,Elohim,Boleto,2.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,400,2024-10-03,2024-09-19,2024-09-20,,2024-10-03,4392,Buritama Sintéticos,3570.39,125.69,414.96,Mar,Boleto,3.0,8.93,METROS,Sintéticos,COURO
20337 FERRAGEM 17X24UNICA-U,5000,2024-10-04,2024-09-20,2024-09-23,2024-09-24,2024-10-04,3881,Naxan,17335.0,218.7,0.0,Bela,Boleto,3.0,3.47,UNIDADES,Wire-o,FERRAGEM
MP109 Pelica Rosa Bebe 180g/m2 Bob 1400 mm - Cor 8339UNICA-U,800,2024-10-07,2024-09-23,2024-09-24,2024-09-26,2024-10-10,25791,Buritama Sintéticos,7650.82,269.33,889.2,Mar,Boleto,3.0,9.56,METROS,Sintéticos,COURO
MP108 PELICA AZUL BEBE 180G/M2 BOB 1300 MM - COR 8345UNICA-U,600,2024-10-07,2024-09-23,2024-09-24,2024-09-26,2024-10-10,25791,Buritama Sintéticos,5100.55,179.56,592.8,Mar,Boleto,3.0,8.5,METROS,Sintéticos,COURO
MP002 FITA DE CETIM Nº1 7MMMarfim - Cód.02 Kit-7MM,200,2024-09-16,2024-09-11,2024-10-14,2024-10-15,2024-10-15,909374,Parco Comércio e Serviços,19.98,0.0,4.0,Projeto,Cartão,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
Percalux Verde Petróleo 180g/m2 Bob 1400 mm,20,2024-10-01,2024-09-24,2024-10-08,2024-10-08,2024-10-08,14712,Jafi Decorações,350.0,0.0,0.0,Projeto,Cartão,3.0,17.5,METROS,Sintéticos,COURO
Papelao Kraft 625g/m2 800 x 1000 - Himasa,1000,2024-12-02,2024-10-01,2024-10-01,2024-11-25,2024-12-02,33245,Heidrich,7198.59,440.0,836.64,Mar,Boleto,3.0,7.2,FOLHAS,Papelão,PAPELAO
MP003 ELASTICO Nº 12Azul Royal - São José-U,100,2024-10-08,2024-10-01,2024-10-08,2024-10-04,2024-10-04,250568,DSJ Londrina,60.9,16.5,7.87,Projeto,Cartão,3.0,0.61,METROS,Aviamentos,ELASTICO
MP119 Percalux Azul Royal 180g/m2 Bob 1300 MM - JAFIRUNICA-U,30,2024-10-08,2024-10-01,2024-10-02,2024-10-08,2024-10-08,14712,Jafi Decorações,525.0,0.0,0.0,Projeto,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,500,2024-10-08,2024-10-01,2024-10-08,2024-10-04,2024-10-04,250568,DSJ Londrina,30.45,0.0,3.94,Projeto,Cartão,3.0,0.06,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Amarelo Ouro - São José-U,1000,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,454.6,14.92,54.55,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Bebê - São José-U,200,2024-11-01,2024-10-01,2024-10-08,2024-10-09,2024-10-04,155522,DSJ Londrina,90.92,14.92,10.91,Mar,Cartão,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,1700,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,772.82,14.92,92.74,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Dourado - São José-U,3000,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,1868.4,14.92,224.21,Mar,Boleto,4.0,0.62,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,400,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,181.84,14.92,21.82,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,1000,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,454.6,14.92,54.55,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,600,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,272.76,14.92,32.73,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,200,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,90.92,14.92,10.91,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,1000,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,465.7,14.92,55.88,Mar,Boleto,4.0,0.47,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,1000,2024-11-01,2024-10-01,2024-10-05,2024-10-09,2024-11-04,155522,Fábrica de Elásicos São José,454.6,14.92,54.55,Mar,Boleto,4.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,400,2024-11-01,2024-10-01,2024-11-01,2024-11-05,2024-11-05,4859,Elásticos Monitex,170.76,0.0,565.0,Projeto,Boleto,1.0,0.43,METROS,Aviamentos,ELASTICO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,100,2024-10-09,2024-10-02,2024-10-02,2024-10-08,2024-10-08,14712,Jafi Decorações,1750.0,0.0,0.0,Projeto,Cartão,3.0,17.5,METROS,Sintéticos,COURO
20380 WIRE-O - BOBINA BRANCAUNICA-1 1/4,8,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,2213.17,174.11,257.13,Flora,Boleto,4.0,276.65,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,2,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,553.3,43.53,64.31,Flora,Boleto,4.0,276.65,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,1,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,315.5,24.82,36.66,Flora,Boleto,4.0,315.5,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-1,15,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,4732.51,372.31,550.02,Flora,Boleto,4.0,315.5,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,2,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,983.92,77.41,114.36,Flora,Boleto,4.0,491.96,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,3,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,1475.88,116.11,171.53,Flora,Boleto,4.0,491.96,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,3,2024-10-11,2024-10-03,2024-10-07,2024-10-07,2024-10-10,208719,Lassane,1052.8,82.82,122.36,Flora,Boleto,4.0,350.93,CAIXAS,Wire-o,WIRE-O
MP001 FITA DE CETIM Nº0 4MMPrata - Cód. 179 Kit-4MM,100,2024-10-08,2024-10-07,2024-10-07,2024-10-07,2024-10-07,908534,Parco Comércio e Serviços,9.99,0.0,2.0,Projeto,Cartão,1.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP431 PAPELAO CORTADO 27X38 - COLEGIAL 17X24UNICA-U,4200,2024-10-17,2024-10-17,2024-10-18,2024-10-14,2024-10-18,38387,Papelão União,2357.69,180.29,295.63,Mar,Boleto,4.0,0.56,UNIDADES,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,21995,2024-10-17,2024-10-17,2024-10-18,2024-10-14,2024-10-18,38387,Papelão União,12530.6,958.22,1571.22,Mar,Boleto,4.0,0.57,UNIDADES,Papelão,PAPELAO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,29757,2024-10-17,2024-10-17,2024-10-18,2024-10-14,2024-10-18,38387,Papelão União,13468.83,1029.96,1688.87,Mar,Boleto,4.0,0.45,UNIDADES,Papelão,PAPELAO
MP437 PAPELAO CORTADO 43X27 - FICHARIO A5/17X24/CAD.OGR17X24UNICA-U,13235,2024-10-17,2024-10-17,2024-10-18,2024-10-14,2024-10-18,38387,Papelão União,10205.67,780.43,1279.7,Mar,Boleto,4.0,0.77,UNIDADES,Papelão,PAPELAO
MP438 PAPELAO CORTADO 43X30 - CADERNO UNIVERSITARIO 20X28UNICA-U,6400,2024-10-17,2024-10-17,2024-10-18,2024-10-14,2024-10-18,38387,Papelão União,4500.84,344.18,141.98,Mar,Boleto,4.0,0.7,UNIDADES,Papelão,PAPELAO
